x,y,Width,Height,Score,Label,Person,Image,ImagePath,,Positive
"1591","1687","1436","920","0.66556","turtle","Person33","Person33_58","MC2-Image-Data/Person33/Person33_58.jpg","","TRUE"
"3097","1865","698","625","0.82733","brownDie","Person33","Person33_58","MC2-Image-Data/Person33/Person33_58.jpg","","TRUE"
"387","529","354","407","0.60335","giftBag","Person33","Person33_7","MC2-Image-Data/Person33/Person33_7.jpg","","TRUE"
"2504","3267","983","1618","0.47041","redWhistle","Person33","Person33_37","MC2-Image-Data/Person33/Person33_37.jpg","","TRUE"
"2151","1534","1034","1616","0.06008","hairRoller","Person33","Person33_48","MC2-Image-Data/Person33/Person33_48.jpg","","TRUE"
"593","826","102","113","0.86212","lavenderDie","Person33","Person33_15","MC2-Image-Data/Person33/Person33_15.jpg","","TRUE"
"1955","905","3104","1811","0.52812","giftBag","Person33","Person33_40","MC2-Image-Data/Person33/Person33_40.jpg","","TRUE"
"3178","2200","1320","1148","0.0594","brownDie","Person33","Person33_53","MC2-Image-Data/Person33/Person33_53.jpg","","TRUE"
"531","1983","1064","736","0.8114","turtle","Person33","Person33_60","MC2-Image-Data/Person33/Person33_60.jpg","","TRUE"
"1978","3137","976","1553","0.05975","gClamp","Person33","Person33_39","MC2-Image-Data/Person33/Person33_39.jpg","","FALSE"
"1972","3150","936","1547","0.09307","gyroscope","Person33","Person33_39","MC2-Image-Data/Person33/Person33_39.jpg","","FALSE"
"1516","1597","3033","1564","0.23923","redDart","Person33","Person33_32","MC2-Image-Data/Person33/Person33_32.jpg","","FALSE"
"720","399","429","268","0.14275","partyFavor","Person33","Person33_14","MC2-Image-Data/Person33/Person33_14.jpg","","FALSE"
"144","203","290","383","0.79289","partyFavor","Person33","Person33_14","MC2-Image-Data/Person33/Person33_14.jpg","","TRUE"
"654","1073","194","194","0.88506","brownDie","Person33","Person33_14","MC2-Image-Data/Person33/Person33_14.jpg","","TRUE"
"557","240","684","298","0.06696","giftBag","Person33","Person33_2","MC2-Image-Data/Person33/Person33_2.jpg","","TRUE"
"1995","1093","1486","1648","0.10459","gyroscope","Person33","Person33_29","MC2-Image-Data/Person33/Person33_29.jpg","","TRUE"
"648","434","166","275","0.9078","hairRoller","Person33","Person33_12","MC2-Image-Data/Person33/Person33_12.jpg","","TRUE"
"4996","2103","1318","2268","0.31821","pinkCandle","Person33","Person33_38","MC2-Image-Data/Person33/Person33_38.jpg","","FALSE"
"2875","2753","685","460","0.35685","turtle","Person33","Person33_38","MC2-Image-Data/Person33/Person33_38.jpg","","TRUE"
"389","284","764","568","0.20853","giftBag","Person33","Person33_19","MC2-Image-Data/Person33/Person33_19.jpg","","FALSE"
"1451","1108","2847","2179","0.51926","giftBag","Person33","Person33_49","MC2-Image-Data/Person33/Person33_49.jpg","","TRUE"
"567","1095","167","114","0.76505","turtle","Person33","Person33_18","MC2-Image-Data/Person33/Person33_18.jpg","","TRUE"
"3249","1030","1670","1766","0.44614","redBow","Person33","Person33_30","MC2-Image-Data/Person33/Person33_30.jpg","","FALSE"
"1404","1540","746","547","0.88807","turtle","Person33","Person33_30","MC2-Image-Data/Person33/Person33_30.jpg","","TRUE"
"341","376","234","185","0.83642","foamDart","Person33","Person33_11","MC2-Image-Data/Person33/Person33_11.jpg","","TRUE"
"1853","1635","3137","2156","0.06497","foamDart","Person33","Person33_56","MC2-Image-Data/Person33/Person33_56.jpg","","TRUE"
"2479","177","447","354","0.37298","lavenderDie","Person33","Person33_56","MC2-Image-Data/Person33/Person33_56.jpg","","FALSE"
"1815","1660","3205","2170","0.51778","redDart","Person33","Person33_56","MC2-Image-Data/Person33/Person33_56.jpg","","FALSE"
"4402","2823","391","400","0.06956","lavenderDie","Person33","Person33_47","MC2-Image-Data/Person33/Person33_47.jpg","","FALSE"
"3844","986","726","561","0.16058","turtle","Person33","Person33_47","MC2-Image-Data/Person33/Person33_47.jpg","","TRUE"
"932","1845","1009","713","0.9182","turtle","Person33","Person33_47","MC2-Image-Data/Person33/Person33_47.jpg","","TRUE"
"79","2296","144","536","0.05555","partyFavor","Person28","Person28_5","MC2-Image-Data/Person28/Person28_5.jpg","","FALSE"
"1481","2235","524","581","0.2268","cowbell","Person28","Person28_5","MC2-Image-Data/Person28/Person28_5.jpg","","FALSE"
"2497","1472","1191","594","0.10804","partyFavor","Person28","Person28_3","MC2-Image-Data/Person28/Person28_3.jpg","","TRUE"
"1635","2199","277","520","0.11652","lavenderDie","Person28","Person28_3","MC2-Image-Data/Person28/Person28_3.jpg","","FALSE"
"866","1363","897","862","0.13151","stickerBox","Person28","Person28_3","MC2-Image-Data/Person28/Person28_3.jpg","","TRUE"
"1493","1356","669","831","0.59701","stickerBox","Person28","Person28_3","MC2-Image-Data/Person28/Person28_3.jpg","","TRUE"
"2849","2558","350","560","0.07263","partyFavor","Person28","Person28_4","MC2-Image-Data/Person28/Person28_4.jpg","","FALSE"
"2968","2090","110","540","0.11436","partyFavor","Person28","Person28_4","MC2-Image-Data/Person28/Person28_4.jpg","","FALSE"
"1559","1298","370","350","0.8941","spiderRing","Person28","Person28_1","MC2-Image-Data/Person28/Person28_1.jpg","","TRUE"
"3686","1424","3570","2763","0.09798","redBow","Person32","Person32_2","MC2-Image-Data/Person32/Person32_2.jpg","","FALSE"
"3876","2073","3191","2653","0.05436","yellowBag","Person32","Person32_32","MC2-Image-Data/Person32/Person32_32.jpg","","FALSE"
"890","2172","1780","1238","0.08864","partyFavor","Person32","Person32_32","MC2-Image-Data/Person32/Person32_32.jpg","","FALSE"
"4201","773","1672","1308","0.12346","partyFavor","Person32","Person32_37","MC2-Image-Data/Person32/Person32_37.jpg","","FALSE"
"3513","1305","1338","1197","0.25432","partyFavor","Person32","Person32_37","MC2-Image-Data/Person32/Person32_37.jpg","","FALSE"
"1481","1720","1457","846","0.52063","partyFavor","Person32","Person32_37","MC2-Image-Data/Person32/Person32_37.jpg","","TRUE"
"120","1941","227","647","0.1986","partyFavor","Person32","Person32_56","MC2-Image-Data/Person32/Person32_56.jpg","","FALSE"
"1424","2912","526","543","0.09906","miniCards","Person32","Person32_52","MC2-Image-Data/Person32/Person32_52.jpg","","FALSE"
"1129","1237","1953","1395","0.55587","voiceRecorder","Person32","Person32_52","MC2-Image-Data/Person32/Person32_52.jpg","","FALSE"
"2508","1782","2025","2472","0.94128","yellowBag","Person32","Person32_49","MC2-Image-Data/Person32/Person32_49.jpg","","TRUE"
"2807","1758","5329","3517","0.35716","vancouverCards","Person32","Person32_38","MC2-Image-Data/Person32/Person32_38.jpg","","FALSE"
"2846","952","4173","1905","0.06427","sign","Person32","Person32_39","MC2-Image-Data/Person32/Person32_39.jpg","","TRUE"
"2285","1775","2325","3061","0.9353","pumpkinNotes","Person32","Person32_23","MC2-Image-Data/Person32/Person32_23.jpg","","TRUE"
"2858","2031","2061","2508","0.96525","miniCards","Person32","Person32_19","MC2-Image-Data/Person32/Person32_19.jpg","","TRUE"
"2872","2603","614","447","0.82603","turtle","Person32","Person32_14","MC2-Image-Data/Person32/Person32_14.jpg","","TRUE"
"1591","1749","3069","3498","0.34125","vancouverCards","Person32","Person32_4","MC2-Image-Data/Person32/Person32_4.jpg","","FALSE"
"1963","788","527","651","0.52749","turtle","Person32","Person32_7","MC2-Image-Data/Person32/Person32_7.jpg","","TRUE"
"2860","1835","2797","3260","0.89892","cloudSign","Person32","Person32_24","MC2-Image-Data/Person32/Person32_24.jpg","","TRUE"
"3356","2177","968","1242","0.79502","voiceRecorder","Person32","Person32_9","MC2-Image-Data/Person32/Person32_9.jpg","","FALSE"
"1875","2907","1215","1108","0.91726","pumpkinNotes","Person32","Person32_5","MC2-Image-Data/Person32/Person32_5.jpg","","TRUE"
"3372","1725","3608","2987","0.43884","vancouverCards","Person32","Person32_25","MC2-Image-Data/Person32/Person32_25.jpg","","FALSE"
"2666","1799","5294","3598","0.67537","giftBag","Person32","Person32_3","MC2-Image-Data/Person32/Person32_3.jpg","","TRUE"
"2915","2217","4832","2464","0.09928","carabiner","Person32","Person32_43","MC2-Image-Data/Person32/Person32_43.jpg","","FALSE"
"4136","3322","805","625","0.46012","turtle","Person32","Person32_43","MC2-Image-Data/Person32/Person32_43.jpg","","TRUE"
"1790","625","2415","730","0.1336","voiceRecorder","Person32","Person32_54","MC2-Image-Data/Person32/Person32_54.jpg","","FALSE"
"1006","801","661","404","0.17832","voiceRecorder","Person32","Person32_54","MC2-Image-Data/Person32/Person32_54.jpg","","FALSE"
"2592","555","805","484","0.25257","voiceRecorder","Person32","Person32_54","MC2-Image-Data/Person32/Person32_54.jpg","","FALSE"
"940","3120","1250","1695","0.94036","pumpkinNotes","Person32","Person32_50","MC2-Image-Data/Person32/Person32_50.jpg","","TRUE"
"2715","1863","2459","1890","0.90558","turtle","Person32","Person32_20","MC2-Image-Data/Person32/Person32_20.jpg","","TRUE"
"2243","1529","2973","2784","0.09368","paperPlate","Person32","Person32_55","MC2-Image-Data/Person32/Person32_55.jpg","","FALSE"
"2207","1525","2944","2804","0.45877","pumpkinNotes","Person32","Person32_55","MC2-Image-Data/Person32/Person32_55.jpg","","FALSE"
"4401","2027","976","597","0.86323","turtle","Person32","Person32_18","MC2-Image-Data/Person32/Person32_18.jpg","","TRUE"
"4157","621","1480","1044","0.74128","pinkEraser","Person32","Person32_13","MC2-Image-Data/Person32/Person32_13.jpg","","TRUE"
"3092","2309","3154","812","0.10123","plaidPencil","Person32","Person32_6","MC2-Image-Data/Person32/Person32_6.jpg","","FALSE"
"1302","2163","1055","952","0.92371","pumpkinNotes","Person32","Person32_51","MC2-Image-Data/Person32/Person32_51.jpg","","TRUE"
"2722","1761","797","3330","0.82018","plaidPencil","Person32","Person32_21","MC2-Image-Data/Person32/Person32_21.jpg","","TRUE"
"2911","1832","4098","1410","0.52821","metalKey","Person32","Person32_22","MC2-Image-Data/Person32/Person32_22.jpg","","TRUE"
"425","347","501","298","0.87509","redWhistle","Person39","Person39_5","MC2-Image-Data/Person39/Person39_5.jpg","","TRUE"
"410","532","339","373","0.31849","miniCards","Person39","Person39_11","MC2-Image-Data/Person39/Person39_11.jpg","","TRUE"
"517","362","551","564","0.14194","canadaPencil","Person39","Person39_3","MC2-Image-Data/Person39/Person39_3.jpg","","TRUE"
"508","215","611","359","0.63719","blueSunglasses","Person39","Person39_3","MC2-Image-Data/Person39/Person39_3.jpg","","TRUE"
"2627","1696","2890","1691","0.94331","vancouverCards","Person39","Person39_1","MC2-Image-Data/Person39/Person39_1.jpg","","TRUE"
"437","284","268","200","0.24701","voiceRecorder","Person39","Person39_8","MC2-Image-Data/Person39/Person39_8.jpg","","FALSE"
"219","356","209","274","0.61948","redDart","Person39","Person39_8","MC2-Image-Data/Person39/Person39_8.jpg","","TRUE"
"742","398","329","200","0.81117","foamDart","Person39","Person39_8","MC2-Image-Data/Person39/Person39_8.jpg","","TRUE"
"677","165","204","259","0.69543","miniCards","Person39","Person39_10","MC2-Image-Data/Person39/Person39_10.jpg","","TRUE"
"333","564","367","326","0.76046","redDart","Person39","Person39_9","MC2-Image-Data/Person39/Person39_9.jpg","","TRUE"
"3543","1528","966","2769","0.11346","plaidPencil","Person24","Person24_11","MC2-Image-Data/Person24/Person24_11.jpg","","TRUE"
"1504","1840","1725","1165","0.13432","gClamp","Person24","Person24_11","MC2-Image-Data/Person24/Person24_11.jpg","","TRUE"
"3563","772","938","1491","0.30433","legoBracelet","Person24","Person24_11","MC2-Image-Data/Person24/Person24_11.jpg","","FALSE"
"3542","1578","958","2850","0.41305","canadaPencil","Person24","Person24_11","MC2-Image-Data/Person24/Person24_11.jpg","","FALSE"
"3542","1362","979","2385","0.41625","gyroscope","Person24","Person24_11","MC2-Image-Data/Person24/Person24_11.jpg","","FALSE"
"1592","2714","3174","619","0.42561","plaidPencil","Person24","Person24_11","MC2-Image-Data/Person24/Person24_11.jpg","","TRUE"
"1742","1740","1637","917","0.74543","gClamp","Person24","Person24_13","MC2-Image-Data/Person24/Person24_13.jpg","","TRUE"
"1743","2718","3310","520","0.78411","silverStraw","Person24","Person24_13","MC2-Image-Data/Person24/Person24_13.jpg","","TRUE"
"2143","1743","2603","1738","0.30547","gClamp","Person24","Person24_6","MC2-Image-Data/Person24/Person24_6.jpg","","TRUE"
"2181","1722","2583","1760","0.36367","birdCall","Person24","Person24_6","MC2-Image-Data/Person24/Person24_6.jpg","","FALSE"
"958","1027","1449","1680","0.91475","miniCards","Person24","Person24_4","MC2-Image-Data/Person24/Person24_4.jpg","","TRUE"
"698","682","1319","1141","0.85981","spiderRing","Person24","Person24_5","MC2-Image-Data/Person24/Person24_5.jpg","","TRUE"
"3289","204","1484","409","0.06821","plaidPencil","Person24","Person24_8","MC2-Image-Data/Person24/Person24_8.jpg","","TRUE"
"2079","1314","3904","2208","0.21316","silverStraw","Person24","Person24_8","MC2-Image-Data/Person24/Person24_8.jpg","","TRUE"
"1742","1740","1637","917","0.74543","gClamp","Person24","Person24_12","MC2-Image-Data/Person24/Person24_12.jpg","","TRUE"
"1743","2718","3310","520","0.78411","silverStraw","Person24","Person24_12","MC2-Image-Data/Person24/Person24_12.jpg","","TRUE"
"3289","204","1484","409","0.06821","plaidPencil","Person24","Person24_9","MC2-Image-Data/Person24/Person24_9.jpg","","TRUE"
"2079","1314","3904","2208","0.21316","silverStraw","Person24","Person24_9","MC2-Image-Data/Person24/Person24_9.jpg","","TRUE"
"3543","1528","966","2769","0.11346","plaidPencil","Person24","Person24_10","MC2-Image-Data/Person24/Person24_10.jpg","","TRUE"
"1504","1840","1725","1165","0.13432","gClamp","Person24","Person24_10","MC2-Image-Data/Person24/Person24_10.jpg","","TRUE"
"3563","772","938","1491","0.30433","legoBracelet","Person24","Person24_10","MC2-Image-Data/Person24/Person24_10.jpg","","TRUE"
"3542","1578","958","2850","0.41305","canadaPencil","Person24","Person24_10","MC2-Image-Data/Person24/Person24_10.jpg","","FALSE"
"3542","1362","979","2385","0.41625","gyroscope","Person24","Person24_10","MC2-Image-Data/Person24/Person24_10.jpg","","FALSE"
"1592","2714","3174","619","0.42561","plaidPencil","Person24","Person24_10","MC2-Image-Data/Person24/Person24_10.jpg","","TRUE"
"3051","1398","1477","1682","0.18076","cupcakePaper","Person24","Person24_2","MC2-Image-Data/Person24/Person24_2.jpg","","FALSE"
"1244","929","1071","1228","0.95256","miniCards","Person24","Person24_2","MC2-Image-Data/Person24/Person24_2.jpg","","TRUE"
"1736","2638","1072","760","0.13463","sign","Person24","Person24_1","MC2-Image-Data/Person24/Person24_1.jpg","","FALSE"
"3738","283","569","568","0.05342","partyFavor","Person24","Person24_7","MC2-Image-Data/Person24/Person24_7.jpg","","FALSE"
"2392","1135","3189","2272","0.3952","miniCards","Person24","Person24_7","MC2-Image-Data/Person24/Person24_7.jpg","","TRUE"
"2096","1042","3869","1779","0.05323","noisemaker","Person24","Person24_3","MC2-Image-Data/Person24/Person24_3.jpg","","FALSE"
"2100","1023","3778","1823","0.12138","gClamp","Person24","Person24_3","MC2-Image-Data/Person24/Person24_3.jpg","","TRUE"
"870","1115","1591","1708","0.62847","miniCards","Person24","Person24_3","MC2-Image-Data/Person24/Person24_3.jpg","","TRUE"
"141","158","135","170","0.27755","birdCall","Person24","Person24_14","MC2-Image-Data/Person24/Person24_14.jpg","","FALSE"
"60","249","121","144","0.77145","rubiksCube","Person30","Person30_11","MC2-Image-Data/Person30/Person30_11.jpg","","TRUE"
"237","654","475","1071","0.05318","cupcakePaper","Person30","Person30_15","MC2-Image-Data/Person30/Person30_15.jpg","","FALSE"
"506","1004","370","375","0.76693","metalKey","Person30","Person30_15","MC2-Image-Data/Person30/Person30_15.jpg","","TRUE"
"661","612","259","249","0.93275","rubiksCube","Person30","Person30_15","MC2-Image-Data/Person30/Person30_15.jpg","","TRUE"
"21","346","43","211","0.06757","partyFavor","Person30","Person30_18","MC2-Image-Data/Person30/Person30_18.jpg","","FALSE"
"132","356","163","146","0.35854","rubiksCube","Person30","Person30_14","MC2-Image-Data/Person30/Person30_14.jpg","","FALSE"
"895","315","126","216","0.74647","eyeball","Person30","Person30_14","MC2-Image-Data/Person30/Person30_14.jpg","","TRUE"
"789","2140","1396","3624","0.15693","rainbowPens","Person30","Person30_7","MC2-Image-Data/Person30/Person30_7.jpg","","TRUE"
"139","408","276","467","0.06145","birdCall","Person30","Person30_17","MC2-Image-Data/Person30/Person30_17.jpg","","FALSE"
"202","972","268","148","0.50221","metalKey","Person30","Person30_17","MC2-Image-Data/Person30/Person30_17.jpg","","TRUE"
"475","624","915","1161","0.62343","giftBag","Person30","Person30_13","MC2-Image-Data/Person30/Person30_13.jpg","","TRUE"
"297","1009","307","276","0.83324","rubiksCube","Person30","Person30_13","MC2-Image-Data/Person30/Person30_13.jpg","","TRUE"
"916","903","85","316","0.10396","birdCall","Person30","Person30_16","MC2-Image-Data/Person30/Person30_16.jpg","","FALSE"
"487","1053","315","147","0.19685","metalKey","Person30","Person30_16","MC2-Image-Data/Person30/Person30_16.jpg","","FALSE"
"173","747","346","788","0.3144","giftBag","Person30","Person30_16","MC2-Image-Data/Person30/Person30_16.jpg","","FALSE"
"788","2140","1396","3624","0.15716","rainbowPens","Person30","Person30_2","MC2-Image-Data/Person30/Person30_2.jpg","","TRUE"
"445","1220","124","118","0.76141","eyeball","Person30","Person30_12","MC2-Image-Data/Person30/Person30_12.jpg","","TRUE"
"1070","1187","1008","1767","0.36667","rainbowPens","Person30","Person30_3","MC2-Image-Data/Person30/Person30_3.jpg","","TRUE"
"1070","1187","1008","1768","0.36745","rainbowPens","Person30","Person30_8","MC2-Image-Data/Person30/Person30_8.jpg","","TRUE"
"1688","1766","1694","975","0.84008","voiceRecorder","Person8","Person8_4","MC2-Image-Data/Person8/Person8_4.jpg","","TRUE"
"2026","1752","542","482","0.64537","rubiksCube","Person8","Person8_2","MC2-Image-Data/Person8/Person8_2.jpg","","TRUE"
"1094","1506","2165","2987","0.10945","birdCall","Person8","Person8_7","MC2-Image-Data/Person8/Person8_7.jpg","","FALSE"
"1905","1319","1620","1478","0.42202","cloudSign","Person8","Person8_1","MC2-Image-Data/Person8/Person8_1.jpg","","TRUE"
"2357","1258","545","418","0.61137","voiceRecorder","Person4","Person4_1","MC2-Image-Data/Person4/Person4_1.jpg","","FALSE"
"2042","1261","476","400","0.41075","voiceRecorder","Person4","Person4_2","MC2-Image-Data/Person4/Person4_2.jpg","","TRUE"
"2392","982","359","475","0.70073","rubiksCube","Person4","Person4_2","MC2-Image-Data/Person4/Person4_2.jpg","","TRUE"
"3140","1303","426","402","0.77059","rubiksCube","Person4","Person4_19","MC2-Image-Data/Person4/Person4_19.jpg","","TRUE"
"1983","1285","3801","653","0.12187","plaidPencil","Person4","Person4_25","MC2-Image-Data/Person4/Person4_25.jpg","","FALSE"
"1973","1056","3638","2114","0.1193","plaidPencil","Person4","Person4_22","MC2-Image-Data/Person4/Person4_22.jpg","","TRUE"
"958","1615","760","985","0.95197","miniCards","Person4","Person4_11","MC2-Image-Data/Person4/Person4_11.jpg","","TRUE"
"3910","1217","226","350","0.47189","voiceRecorder","Person4","Person4_23","MC2-Image-Data/Person4/Person4_23.jpg","","FALSE"
"3054","712","1181","318","0.11729","canadaPencil","Person4","Person4_24","MC2-Image-Data/Person4/Person4_24.jpg","","TRUE"
"1953","1022","3166","1663","0.05493","cupcakePaper","Person4","Person4_21","MC2-Image-Data/Person4/Person4_21.jpg","","FALSE"
"1955","1014","3233","1598","0.07214","giftBag","Person4","Person4_21","MC2-Image-Data/Person4/Person4_21.jpg","","FALSE"
"2665","1131","1181","824","0.81461","canadaPencil","Person4","Person4_12","MC2-Image-Data/Person4/Person4_12.jpg","","TRUE"
"2079","988","3535","1462","0.07924","hairRoller","Person4","Person4_18","MC2-Image-Data/Person4/Person4_18.jpg","","FALSE"
"2794","1858","389","398","0.75287","spiderRing","Person34","Person34_5","MC2-Image-Data/Person34/Person34_5.jpg","","TRUE"
"2111","1517","1841","1667","0.59918","cupcakePaper","Person34","Person34_28","MC2-Image-Data/Person34/Person34_28.jpg","","TRUE"
"3541","1465","930","2930","0.54684","sign","Person34","Person34_35","MC2-Image-Data/Person34/Person34_35.jpg","","TRUE"
"2721","2461","441","489","0.47363","rubiksCube","Person34","Person34_31","MC2-Image-Data/Person34/Person34_31.jpg","","TRUE"
"1450","1488","2825","2977","0.59965","cupcakePaper","Person34","Person34_31","MC2-Image-Data/Person34/Person34_31.jpg","","TRUE"
"2352","889","451","328","0.0937","rubiksCube","Person34","Person34_39","MC2-Image-Data/Person34/Person34_39.jpg","","TRUE"
"1955","692","3877","1384","0.20977","vancouverCards","Person34","Person34_4","MC2-Image-Data/Person34/Person34_4.jpg","","FALSE"
"2681","2054","1041","798","0.88211","rubiksCube","Person34","Person34_4","MC2-Image-Data/Person34/Person34_4.jpg","","TRUE"
"1887","1460","1259","1315","0.61521","cupcakePaper","Person34","Person34_26","MC2-Image-Data/Person34/Person34_26.jpg","","TRUE"
"2029","2816","1685","1780","0.22362","voiceRecorder","Person34","Person34_42","MC2-Image-Data/Person34/Person34_42.jpg","","FALSE"
"1784","1359","396","505","0.13536","spiderRing","Person34","Person34_3","MC2-Image-Data/Person34/Person34_3.jpg","","TRUE"
"1584","1929","1048","859","0.88671","rubiksCube","Person34","Person34_12","MC2-Image-Data/Person34/Person34_12.jpg","","TRUE"
"1822","2001","758","671","0.78379","turtle","Person34","Person34_18","MC2-Image-Data/Person34/Person34_18.jpg","","TRUE"
"1716","1559","469","553","0.72822","rubiksCube","Person34","Person34_10","MC2-Image-Data/Person34/Person34_10.jpg","","TRUE"
"2927","1505","407","294","0.79106","turtle","Person34","Person34_44","MC2-Image-Data/Person34/Person34_44.jpg","","TRUE"
"76","1241","151","915","0.09636","partyFavor","Person34","Person34_19","MC2-Image-Data/Person34/Person34_19.jpg","","FALSE"
"525","501","1023","526","0.22346","partyFavor","Person34","Person34_19","MC2-Image-Data/Person34/Person34_19.jpg","","FALSE"
"2781","1523","580","721","0.91748","rubiksCube","Person34","Person34_19","MC2-Image-Data/Person34/Person34_19.jpg","","TRUE"
"1586","1521","3020","2894","0.43761","cupcakePaper","Person34","Person34_27","MC2-Image-Data/Person34/Person34_27.jpg","","FALSE"
"1557","1526","3001","2976","0.47214","giftBag","Person34","Person34_27","MC2-Image-Data/Person34/Person34_27.jpg","","FALSE"
"989","888","444","393","0.38526","partyFavor","Person34","Person34_2","MC2-Image-Data/Person34/Person34_2.jpg","","TRUE"
"979","889","413","398","0.55156","spiderRing","Person34","Person34_2","MC2-Image-Data/Person34/Person34_2.jpg","","TRUE"
"1602","1359","545","548","0.89586","rubiksCube","Person34","Person34_2","MC2-Image-Data/Person34/Person34_2.jpg","","TRUE"
"1953","1798","254","222","0.0545","rubiksCube","Person34","Person34_34","MC2-Image-Data/Person34/Person34_34.jpg","","TRUE"
"2267","1736","1377","1423","0.05388","rubiksCube","Person34","Person34_25","MC2-Image-Data/Person34/Person34_25.jpg","","FALSE"
"2238","1777","628","758","0.78933","rubiksCube","Person34","Person34_16","MC2-Image-Data/Person34/Person34_16.jpg","","TRUE"
"3508","1518","484","492","0.80822","turtle","Person34","Person34_7","MC2-Image-Data/Person34/Person34_7.jpg","","TRUE"
"1501","1606","3002","1494","0.05262","cupcakePaper","Person34","Person34_29","MC2-Image-Data/Person34/Person34_29.jpg","","FALSE"
"1516","1664","3033","1469","0.06055","giftBag","Person34","Person34_29","MC2-Image-Data/Person34/Person34_29.jpg","","FALSE"
"2406","1345","875","684","0.06954","turtle","Person34","Person34_29","MC2-Image-Data/Person34/Person34_29.jpg","","TRUE"
"716","2136","467","369","0.12325","hairClip","Person34","Person34_29","MC2-Image-Data/Person34/Person34_29.jpg","","FALSE"
"2350","1878","317","272","0.08775","spiderRing","Person34","Person34_46","MC2-Image-Data/Person34/Person34_46.jpg","","TRUE"
"2924","2867","1523","312","0.05964","pinkCandle","Person34","Person34_30","MC2-Image-Data/Person34/Person34_30.jpg","","FALSE"
"2135","1421","809","949","0.93973","rubiksCube","Person34","Person34_30","MC2-Image-Data/Person34/Person34_30.jpg","","TRUE"
"1927","1806","2128","1930","0.0556","redBow","Person34","Person34_49","MC2-Image-Data/Person34/Person34_49.jpg","","TRUE"
"3400","1332","521","481","0.55032","turtle","Person34","Person34_49","MC2-Image-Data/Person34/Person34_49.jpg","","TRUE"
"3487","1723","608","529","0.86462","spiderRing","Person34","Person34_49","MC2-Image-Data/Person34/Person34_49.jpg","","TRUE"
"3153","1641","996","879","0.92762","partyFavor","Person34","Person34_40","MC2-Image-Data/Person34/Person34_40.jpg","","TRUE"
"3479","91","691","182","0.13841","partyFavor","Person34","Person34_23","MC2-Image-Data/Person34/Person34_23.jpg","","FALSE"
"2082","1263","355","427","0.63956","turtle","Person34","Person34_23","MC2-Image-Data/Person34/Person34_23.jpg","","TRUE"
"1691","2183","542","520","0.90277","rubiksCube","Person34","Person34_23","MC2-Image-Data/Person34/Person34_23.jpg","","TRUE"
"3989","1638","83","436","0.08684","brownDie","Person34","Person34_48","MC2-Image-Data/Person34/Person34_48.jpg","","FALSE"
"1024","1759","2007","2400","0.13944","paperPlate","Person34","Person34_48","MC2-Image-Data/Person34/Person34_48.jpg","","FALSE"
"2426","1134","562","543","0.29534","turtle","Person34","Person34_48","MC2-Image-Data/Person34/Person34_48.jpg","","TRUE"
"2483","1640","729","581","0.87536","spiderRing","Person34","Person34_48","MC2-Image-Data/Person34/Person34_48.jpg","","TRUE"
"2205","1923","486","479","0.75092","rubiksCube","Person34","Person34_36","MC2-Image-Data/Person34/Person34_36.jpg","","TRUE"
"1454","1587","2541","2205","0.29816","foamDart","Person34","Person34_50","MC2-Image-Data/Person34/Person34_50.jpg","","FALSE"
"2373","1894","1260","1006","0.09148","turtle","Person34","Person34_43","MC2-Image-Data/Person34/Person34_43.jpg","","TRUE"
"1195","1599","1495","1631","0.76457","rubiksCube","Person34","Person34_43","MC2-Image-Data/Person34/Person34_43.jpg","","TRUE"
"1619","1128","640","690","0.88962","rubiksCube","Person34","Person34_8","MC2-Image-Data/Person34/Person34_8.jpg","","TRUE"
"303","2061","608","646","0.0702","rubiksCube","Person34","Person34_33","MC2-Image-Data/Person34/Person34_33.jpg","","TRUE"
"2116","1451","1395","856","0.92448","partyFavor","Person34","Person34_14","MC2-Image-Data/Person34/Person34_14.jpg","","TRUE"
"1957","1805","1090","1439","0.11778","redBow","Person34","Person34_22","MC2-Image-Data/Person34/Person34_22.jpg","","TRUE"
"2344","1137","406","514","0.88144","turtle","Person34","Person34_22","MC2-Image-Data/Person34/Person34_22.jpg","","TRUE"
"2643","1548","498","223","0.09618","spiderRing","Person16","Person16_3","MC2-Image-Data/Person16/Person16_3.jpg","","FALSE"
"1966","1754","1566","2471","0.21418","metalKey","Person16","Person16_9","MC2-Image-Data/Person16/Person16_9.jpg","","TRUE"
"1901","1743","1636","2500","0.29786","trophy","Person16","Person16_9","MC2-Image-Data/Person16/Person16_9.jpg","","FALSE"
"1887","1538","213","260","0.4899","lavenderDie","Person16","Person16_4","MC2-Image-Data/Person16/Person16_4.jpg","","TRUE"
"2120","1445","2344","2736","0.32784","yellowBag","Person16","Person16_8","MC2-Image-Data/Person16/Person16_8.jpg","","TRUE"
"3973","1894","115","487","0.14955","partyFavor","Person16","Person16_7","MC2-Image-Data/Person16/Person16_7.jpg","","FALSE"
"407","1480","800","979","0.80992","miniCards","Person16","Person16_7","MC2-Image-Data/Person16/Person16_7.jpg","","TRUE"
"1390","834","99","222","0.30842","partyFavor","Person27","Person27_8","MC2-Image-Data/Person27/Person27_8.jpg","","FALSE"
"365","277","688","555","0.06379","sign","Person27","Person27_1","MC2-Image-Data/Person27/Person27_1.jpg","","FALSE"
